Gene	Virus	Abbre	Baltimore	Family
PRPF4	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
H3C14	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
HERC2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
FIP1L1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CPVL	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
GID8	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
KCTD17	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
ATP6AP1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
NAGK	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
HMGB1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CCDC126	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
DDX28	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
MSH2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
TENT4B	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
POM121	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
NCL	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
TUBA1A	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
S100A7	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
RANBP9	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
SLBP	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
RBL1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
ZC3H8	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
NRF1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
NDUFB8	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
DUT	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PTPN9	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PDIA4	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
SDR16C5	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
ELOC	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CNOT6	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
ERI1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
FBXO11	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
TP53	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PAICS	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
TDP1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PCNA	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
SUN2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
EIF3M	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CHD3	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PPP5C	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
ALYREF	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
COX7C	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PGLYRP2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
RNF41	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
POLR2A	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
SURF6	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
XPO4	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
RAD51C	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PYGO2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
RBPJ	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
POLR2L	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
ATAD3A	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CAMLG	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
NVL	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
FUCA1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PRKCSH	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
IL6R	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
RLIM	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
NUP62	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CARM1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PRKACA	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
RPA3	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
MRPS6	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PRR3	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
MRPS33	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CNOT1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
MAT2B	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PTCD1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CXorf56	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
DCAF10	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
SUMO2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
EPB41L3	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
VKORC1L1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
FHL1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
GRB2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
FBXW7	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
GNPAT	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
LSM3	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
NOMO1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
VHL	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
RRM1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CPSF6	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
COX7A2L	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CDKN2A	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
UBE3C	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
NPM1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
EXOC2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
EXOC1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
ACAD11	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
EIF6	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
DNAJB11	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
FAM8A1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
ASPSCR1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
ARL6IP4	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CHPT1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
ITSN2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
ATP6V1H	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
NCK1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
EIF2A	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
RBM27	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
LAMTOR1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
RAB11FIP5	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
ITM2B	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
ITCH	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CREM	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
NOA1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CASP8	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
SRR	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
TIMM44	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
NDUFS5	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
ZCCHC17	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
KIDINS220	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
UBE2D1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
NOP9	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
ATP6V0A1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CRK	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
GTF3C2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
NPS	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
H2AC21	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
TRIM41	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
H2AZ1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
P3H4	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
GOSR1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
H2AZ2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
GID4	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
SLC39A10	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
GPN3	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
HTRA2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
KLHL4	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CALML5	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
ACAP2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
HLTF	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
HMGA1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
MAEA	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
MKLN1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
HOXA5	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PDHA1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PLOD1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
URI1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
NUP214	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
RPAP3	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
SNX18	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
VMA21	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
SNX9	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
USP9Y	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
TFCP2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
OLIG3	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
GPX4	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CERS2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CNOT2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CNOT3	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PPT1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
HEATR3	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PPP2R2A	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
EPB41	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
OS9	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PUS7	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PRDX4	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
IPO11	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
BAZ1A	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CDC27	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
H2AW	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CDK5	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
BRD4	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
BRD2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
ERCC6L	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PRMT8	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
MRPS18A	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PHF8	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
HPR	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PTPA	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
GTPBP1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PUM3	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
SRSF3	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
NSA2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
BOLA1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
RBM5	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
NUP42	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
TAOK1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
LIN28B	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
MAPK3	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
NUP88	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
RBM6	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
MRPS24	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
FAT1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
SLC4A1AP	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
FBN2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
SND1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
YTHDF3	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
DPYSL3	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
ELOB	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CNOT7	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
ATP11C	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
TRIM26	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
OSBPL6	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
OSBPL3	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
UBE2I	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
SCOC	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
GSPT1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PPP2R2D	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
UBN1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CDK2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
RALA	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
COX7A2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
WDR18	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
ERLEC1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
STAT3	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
VAT1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
POLR2D	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
ANO10	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
EXOC7	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
MPP7	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
ZRANB2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
GLG1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
ZNF622	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
FOXK1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
FUT8	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
VANGL2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CTNNA1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
SNRNP40	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
RPAP2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PIK3R1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
GALNT2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
RPS6KA1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
SRC	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
RPS6KA3	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
SACM1L	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
ZER1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
DPPA2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
ISCA2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
COG8	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
DCUN1D5	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
EP300	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PTPN11	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
TMEM106C	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
AGAP3	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PPIE	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
OSBPL7	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PPP2R5E	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
IDH3G	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
SART3	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PRPF3	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
COX5B	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CPSF2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PRAMEF20	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
EIF2AK2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
DPY19L3	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
SLC38A2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
TNPO3	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
POLR2G	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
KNL1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
POLR2H	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
OSGEP	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CCDC59	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CDK5RAP3	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
HNRNPU	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
LEMD2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
HCK	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
VPS52	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
FAM241A	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
HCCS	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
SUGT1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
TOMM70	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
RB1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
NCOA2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CTBP1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CTBP2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
UBP1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CTR9	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
GLA	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
LRIG2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
NOTCH2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
ATE1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
FECH	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
KPNA1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
MRS2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
FADD	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PPP2R5A	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
C2CD5	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
DEFB130A	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CDC16	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PIP4P2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
H2AC6	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
COX6C	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
TEX10	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
WWP2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
WWOX	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
CDK4	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
FRMPD3	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
AKT1S1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
MRPL34	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
AGO2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
EIF4A3	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
NCBP1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
KLHL22	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
LACTB	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
APEH	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
POLR2M	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
SF3A3	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
PYM1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
MYCBP2	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
NPHP1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
EPB41L5	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
RAE1	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
RNMT	Kaposi's sarcoma-associated herpesvirus	KSHV	dsDNA	Herpesviridae
