Gene	Virus	Abbre	Baltimore	Family
SRSF2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
LARP1B	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
DCTN1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
PSMC4	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
ATP13A1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
PSMC5	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
TTC37	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MSH2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
DERL2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
ATP5MF	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
ATP5MG	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
RAB11A	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MAGED1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MAP7D3	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
RHOT1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
RBFOX2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
TAB2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MATR3	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
RHOT2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
CAD	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
THEM6	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
TIMM13	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
ABCA4	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
ABCA7	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
PCBP2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
COX5B	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
NOC3L	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
PRPF38A	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
CCT3	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
CDIPT	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
PSMD1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MRPL18	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
AKAP8L	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MTOR	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
CWC15	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MRPL22	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
PTBP1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
SLC1A4	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
PUF60	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
SLC1A5	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
TP53BP2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
TRIM62	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
FARS2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
BIRC2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
FKRP	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
CD3G	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
ATP5F1B	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
ATP2A2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MFN1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
FMR1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
TTI1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
ARL6IP5	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
ATP5ME	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
SLC35A2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
ATP5PD	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
DNAJA2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
ACTG1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
FYB1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
EIF2AK2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
USP5	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
NID1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
APBB1IP	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
ARHGEF2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
BCL2L14	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
ECPAS	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
PRPF8	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
TIMM8A	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
SQSTM1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
RPL5	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MRTO4	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
RPL6	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
XRCC5	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
HEATR1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MRPL2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MRPL19	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
HUWE1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MTX2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
ICMT	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MYCBP	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MYCBP2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
HACD2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
HAUS4	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MYH9	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
HAUS7	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
ZCCHC3	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
HDGFL2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
RCN2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
RBM3	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
RBM4	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
CCT8	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
HNRNPUL2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
HOOK1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
CEP135	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MTFP1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
NDUFS1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
XPO1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
HSPA1L	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
CHCHD3	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
CISD1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
XPO5	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
BAG6	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
ILF3	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
SNRNP200	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
JAGN1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
NAP1L1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MRPS33	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MTF1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
RPS16	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
PDHB	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
KNG1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
SPTBN2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
PGRMC1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
NUMA1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
C4A	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
HSP90AA1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
KRT8	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
AFG3L2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
ACAD9	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
CYB5R1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
PAF1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
ARL1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
PSMA1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
PCM1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
LBR	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
PSMC3	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
DCUN1D4	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
STOML2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
PSMD2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
HNRNPR	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
LRRC59	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
PTDSS1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
DDX28	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
LUC7L3	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
PTPMT1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
RACK1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
DGCR8	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
DDX55	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
AUP1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
POLE	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
POLRMT	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MRPS22	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
BSG	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
DPM3	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
THRAP3	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
RPN1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
PARL	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
KDSR	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
KIAA2013	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MPDU1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MIPEP	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MRPL15	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
CCT5	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
PRR3	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
TMEM161A	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
RRP12	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
HSD17B10	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
PHLDB3	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
COPA	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
COMMD2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
COPB2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
PURA	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
SLC25A10	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
PYM1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
RAB1A	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
TRIM26	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
BOD1L1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
FGA	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
ARHGEF4	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
LNPK	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
DDX39B	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
SLC25A6	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
ATAD1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MRPL49	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
DHX9	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
DNAAF5	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
UBXN2A	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
ACTA2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
SLC35B2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
EEF1G	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
SLC7A5	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
XPOT	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
IGF2BP2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
IGF2BP3	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
ACTG2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
AXIN1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
CANX	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
RPN2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
ABCC1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
KIF1B	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
SPTAN1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
ENO1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
NOM1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MSI2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
C1orf35	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
NUP210	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
AMFR	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
POR	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
HSPA8	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
HSPD1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
SEC31A	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
CBX5	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
CCAR2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MYH14	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
CCDC12	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
SERPIND1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
NCBP1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MAN1B1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
TUBB1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
TRIP11	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MCM3	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
HNRNPUL1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
NDUFB10	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
UQCRC2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
CGNL1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MT-ATP6	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
NDUFB9	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
NDUFB8	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
TUBB	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
HSPA4	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
YME1L1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MAPKAPK5	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
PPM1G	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
PPP1CB	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
CISD2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
ILF2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
LRRFIP1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
SPNS1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
AZI2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
CCDC47	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
COMT	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
PCNA	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
SURF1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
SPG7	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
NSUN5	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
CDK1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
C12orf43	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
S100A9	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
PRKDC	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
OS9	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
SRPK1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
CYRIB	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
LARP4	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
DARS2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
G6PD	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
PDCD6IP	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
DCAF10	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
PEX19	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
PEX11B	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
PFDN2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
SUCLG1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
PSMD3	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
PFKL	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
PGK1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
DDX50	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
RAB10	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
PHF8	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
PIAS1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
ATXN10	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
PIGS	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
ATP6V1A	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
SLC4A1AP	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
RILPL2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
SLC6A17	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
RNGTT	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
RPL23	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
PQBP1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
COBLL1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
KDM1A	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
PABPC1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
RPS15A	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
PRPF3	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
KIF1C	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
CCT2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
TCP1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
GPAT3	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
CUL7	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
PRPSAP1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MTCH2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MRPL20	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
CLPTM1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MRPL24	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MRPL3	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
PWP1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
SLC25A1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
TOP2A	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
COX15	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
SLC25A22	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
SLC25A3	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
FGB	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
DECR1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MRPL46	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
SLC25A5	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
U2SURP	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MRPL48	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
DHCR7	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
DNTTIP2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
EAF1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MRPL9	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MRPS17	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MRPS2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
SYNGR1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
HSPA4L	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MRPS21	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
CKB	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
HYOU1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
SSR1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MDN1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
CAPZA1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
DST	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
SNRPB	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
COMMD4	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MLEC	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
SNRPB2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
TRAFD1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
BYSL	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
RPS7	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
TUBB4B	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
KRR1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MTX1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
HSPA1A	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MYBBP1A	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
CAND2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
SCMH1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
TRIP13	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
TNIP1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
TRAF4	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
VDAC3	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
SET	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
ZFR	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
SLC39A14	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
CCT6A	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
CDC37	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
CCT7	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
ZW10	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
UNC45A	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
VDAC1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
VDAC2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
TUBA1C	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
TELO2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
SNRPC	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
SLC25A19	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
SLC30A7	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
DCTN2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MBOAT7	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
HTATSF1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
SMARCA5	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
SRP14	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
SLC7A1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
IMPDH2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MOV10	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
NKRF	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
COL12A1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
SRSF12	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
EEF1A1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
PSMB2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
SYNE2	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
PKM	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
TBR1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
SRPRA	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
DDX21	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MTDH	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MRPL23	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MRPL28	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
PAIP1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
PDCD11	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
PIGO	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
SYNJ2BP	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
MAPKAP1	Dengue virus 2	DENV-2	(+)ssRNA	Flaviviridae
